species_query,wikipedia_title,text,source_url
Bald Ibis,Geronticus,"--- Summary ---
The small bird genus Geronticus belongs to the ibis subfamily Threskiornithinae. Its name is derived from the Greek gérontos (γέρωντος, ""old man"") in reference to the bald head of these dark-plumaged birds; in English, they are called bald ibises.
The genus was erected by the German naturalist Johann Georg Wagler in 1832. The type species was subsequently designated as the southern bald ibis (Geronticus calvus).",https://en.wikipedia.org/wiki/Geronticus
Bali Starling,Bali myna,"--- Summary ---
The Bali myna (Leucopsar rothschildi), also known as Rothschild's mynah, Bali starling, or Bali mynah, locally known as jalak Bali, is a medium-sized (up to 25 cm (9.8 in) long), stocky myna, almost wholly white with a long, drooping crest, and black tips on the wings and tail. The bird has blue bare skin around the eyes, greyish legs and a brown and yellow bill. Both sexes are similar. It is critically endangered and in 2020, fewer than 50 adults were assumed to exist in the wild.

--- Description ---
The Bali myna is a medium-large starling around 25 centimetres (9.8 in) in length. It is almost wholly white with a long, drooping crest, black wing-tips and tail tip. It has a brown and yellow bill with blue bare skin around the eyes and legs. The sexes are similar in appearance but the male has a longer crest than the female. The black-winged myna (Acridotheres melanopterus), a similar species, has a shorter crest and a much larger area of black on wings and tail, plus a yellow eye-ring (without feathers) and legs.",https://en.wikipedia.org/wiki/Bali_myna
Baltimore Oriole,Baltimore oriole,"--- Summary ---
The Baltimore oriole (Icterus galbula) is a small icterid blackbird common in eastern North America as a migratory breeding bird. It received its name from the resemblance of the male's colors to those on the coat-of-arms of 17th-century Lord Baltimore.  Observations of interbreeding between the Baltimore oriole and the western Bullock's oriole Icterus bullockii, led to both being classified as a single species, called the northern oriole, from 1973 to 1995. Research by James Rising, a professor of zoology at the University of Toronto, and others showed that the two birds actually did not interbreed significantly.
The Baltimore oriole is the state bird of Maryland, and the namesake and mascot for the Baltimore Orioles baseball team.

--- Description ---
This medium-sized passerine measures 17–22 cm (6.7–8.7 in) in length and spans 23–32 cm (9.1–12.6 in) across the wings. Their build is typical of icterids, as they have a sturdy body, a longish tail, fairly long legs and a thick, pointed bill. The body weight averages 33.8 g (1.19 oz), with a range of weights from 22.3 to 42 g (0.79 to 1.48 oz). The male oriole is slightly larger than the female, although the size dimorphism is minimal by icterid standards. Adults always have white bars on the wings.
The adult male is orange on the underparts, shoulder patch, and rump, with some birds appearing a very deep flaming orange and others appearing yellowish orange. All of the rest of the male's plumage is black. The adult female is yellow brown on the upper parts with darker wings, and dull orange yellow on the breast and belly. The juvenile oriole is similar looking to the female, with males taking until the fall of their second year to reach adult plumage.

--- Taxonomy ---
The Baltimore oriole was formally described in 1758 by the Swedish naturalist Carl Linnaeus in the tenth edition of his Systema Naturae under the binomial name Coracias galbula. He specified the type locality as America, but this was restricted to Virginia in 1931. Linnaeus based his account on the ""Baltimore-Bird"" that had been described and illustrated by the English naturalist Mark Catesby in his The Natural History of Carolina, Florida and the Bahama Islands that was published between 1729 and 1732. The Baltimore oriole is now one of 32 New World orioles placed in the genus Icterus that was introduced in 1760 by the French ornithologist Mathurin Jacques Brisson. The species is monotypic: no subspecies are recognised.
Like all New World orioles, this species is named after an unrelated, physically similar family found in the Old World: the Oriolidae. The word ""Oriole"" ultimately derives from the Latin aureolus, ""golden"". The genus name Icterus is from the Ancient Greek ikteros, a yellow bird, usually taken to be the Eurasian golden oriole, the sight of which was thought to cure jaundice. The specific galbula is the Latin name for a yellow bird, again usually assumed to be the golden oriole.",https://en.wikipedia.org/wiki/Baltimore_oriole
Bananaquit,Bananaquit,"--- Summary ---
The bananaquit (Coereba flaveola) is a species of passerine bird in the tanager family Thraupidae. Before the development of molecular genetics in the 21st century, its relationship to other species was uncertain and it was either placed with the buntings and New World sparrows in the family Emberizidae, with New World warblers in the family Parulidae or its own monotypic family Coerebidae. This small, active nectarivore is found in warmer parts of the Americas and is generally common.
Its name is derived from its yellow color and the English word quit, which refers to small passerines of tropical America; cf. grassquit, orangequit.

--- Description ---
The bananaquit is a small bird, although there is some degree of size variation across the various subspecies. Length can range from 10 to 13 cm (3.9 to 5.1 in). Weight ranges from 5.5 to 19 g (0.19 to 0.67 oz).
Most subspecies of the bananaquit have dark grey (almost black) upperparts, black crowns and sides of the head, a prominent white eyestripe, grey throat, white vent, and yellow chest, belly, and rump. Coloration is heavily influenced by melanocortin 1 receptor variation.
The sexes are alike, but juveniles are duller and often have partially yellow eyebrows and throat.
In the subspecies bahamensis and caboti from the Bahamas and Cozumel, respectively, the throat and upper chest are white or very pale grey, while ferryi from La Tortuga Island has a white forehead. The subspecies laurae, lowii, and melanornis from small islands off the coast of northern Venezuela are overall blackish, while the subspecies aterrima and atrata from Grenada and Saint Vincent have two plumage morphs, one ""normal"" and another blackish. The pink gape is usually very prominent in the subspecies from islands in the Caribbean Sea.
The tongue is paddle-shaped, with an extremely long paddle section.

--- Taxonomy ---
The bananaquit was formally described by Carl Linnaeus in his landmark 1758 10th edition of Systema Naturae as Certhia flaveola. Linnaeus based his description on the ""black and yellow bird"" described by John Ray and Hans Sloane, and the ""Black and Yellow Creeper"" described and illustrated by George Edwards in 1751. The bananaquit was reclassified as the only member of the genus Coereba by Louis Pierre Vieillot in 1809. The genus name is of uncertain origin but may be from a Tupi name Güirá for a small black and yellow bird. The specific epithet flaveolus is a diminutive of the Latin flavus meaning ""golden"" or ""yellow"".
Before the development of techniques to sequence DNA, the relationship of the bananaquit to other species was uncertain. It was variously placed with the New World warblers in the family Parulidae, with the buntings and New World sparrows in the family Emberizidae, or in its own monotypic family Coerebidae. Based on the results of molecular phylogenetic studies, the bananaquit is now placed in the tanager family Thraupidae and belongs with Darwin's finches to the subfamily Coerebinae.
It is still unclear if any of the island subspecies should be elevated to species, but phylogenetic studies have revealed three clades: the nominate group from Jamaica, Hispaniola, and the Cayman Islands, the bahamensis group from the Bahamas and Quintana Roo, and the bartholemica group from South and Central America, Mexico (except Quintana Roo), the Lesser Antilles and Puerto Rico. Several taxa were not sampled, but most of these are easily placed in the above groups based on zoogeography alone. Exceptions are oblita (San Andrés Island) and tricolor (Providencia Island), and their placement is therefore uncertain. In February 2010, the International Ornithological Congress listed bahamensis and bartholemica as proposed splits from C. flaveola.",https://en.wikipedia.org/wiki/Bananaquit
Banded Broadbill,Banded broadbill,"--- Summary ---
The banded broadbill (Eurylaimus javanicus) is a species of bird in the typical broadbill family Eurylaimidae found in Mainland Southeast Asia and the Greater Sunda Islands. It is sometimes split into two species, one including only the nominate subspecies, E. j. javanicus, and one including all the remaining subspecies. It inhabits a variety of forests, along with forest edge, rubber plantations and Falcataria falcata groves, mainly in lowland areas. A striking, large-bodied bird with a length of 21.5–23.0 cm (8.5–9.1 in), it is unlikely to be mistaken for another species. The broadbill is mostly purplish-red, with yellow-streaked black wings, a bright blue beak, a blackish face and greyish chin and upper breast. Females can be told apart from males by their lack of a black neckband, although these are indistinct in Bornean and Javan males. Despite its conspicuous appearance, the bird is usually hard to see due to its sluggishness and is usually only noticed when it vocalises.
The species mainly eats arthropods such as orthopterans (grasshoppers, katydids and crickets), true bugs and beetles, but has also been recorded feeding on snails, lizards, frogs and figs. On the mainland, breeding generally occurs during the dry season; populations in the Greater Sundas have a longer breeding season lasting from March to November. On Java, the broadbill is thought to breed year-round. Their large, raggedy nests are hung from trees at a height of 6–21 m (20–69 ft) over clearings or water bodies. Clutches have two or three eggs. The eggs are usually dull white with dark purple or reddish-brown flecks, but those from West Java are dirty white with dense rusty-brown to lavender-grey markings. The International Union for Conservation of Nature, which splits the banded broadbill into two species, classifies javanicus as being near-threatened and the other subspecies as being of least concern.

--- Description ---
The banded broadbill is a striking, large-bodied bird, with a length of 21.5–23.0 cm (8.5–9.1 in). The weight of 10 adult pallidus specimens from the Malay Peninsula was 65.1–95.0 g (2.30–3.35 oz), males weighing slightly more than females. If seen clearly, the species is unlikely to be confused with any other bird. It may be mistaken for black-and-yellow broadbill, which differs in its smaller size, black head and contrasting white collar.
Adult males of the nominate subspecies have a glossy purple-red head, which turns black towards the lores (region between the eyes and beak) and base of the bill. The chin, throat and ear-coverts are slightly lighter, with a black band across the neck; this neckband is sometimes faint or absent in males from Borneo and Java. The top of the head is glossy maroon black and turns grey towards the back of the neck. The upper back is maroon-tinged dark brown; the rest of the back is mostly black, except for a central line of yellow streaks. The primary feathers are dark brown, with thin yellow edges that are present as a yellow line on the bend of the wing. The remaining wing-coverts are blackish, with yellowish markings. The secondaries have bright yellow edges to their outer margins that form a well-marked, trapezoidal patch on the wing. The underparts are pale pinkish-violet to wine-red, with a grey tinge to the chin and upper breast and a pure grey breast-band. The tail is dark black and has white spots on the underside, the undertail-coverts are pale yellow and the rump has a variable black and yellow pattern. The brilliant turquoise blue beak is broad and hooked, edged green or black. It is among the widest-billed broadbills, with a thick, heart-shaped and wide tongue that allows it to mash and ""chew"" its food, helping the species consume relatively large prey. The irises are pale yellow in javanicus and sapphire blue in all other subspecies, and the legs are pale pinkish-brown to light greyish-blue with dull black feathering.

Females are similar to males, but can be told apart by their lack of a neckband and greyer heads and underparts. Juveniles have pale brown heads, brown upper backs, dark brown wings and black tails. They have a marked yellow supercilium (line above the eye) that widens towards the back of the neck to become a broken collar, and the ear-coverts have narrow yellow streaks. The upper back has irregular yellow spots and the back and rump are largely yellow. The wings have yellowish markings like those of adults. The throat is yellowish with pale dark streaks and is separated from the breast by a yellowish-white strip, the rest of the underparts being a pink-tinted yellow. The bill is orangish-brown. As juveniles age, the yellow on the body is gradually replaced with purple-pink, starting with the head and side of the neck. In Malaysia, moulting has been observed in all months except January and February and peaks from May to August. The primary feathers nearest the body are moulted first, and those further away moult later.
Reddish colours in the banded broadbill's plumage are caused by the biological pigment 2,3-didehydro-papilioerythrinone, which is also found in the black-and-yellow broadbill, black-and-red broadbill and Sarcophanops species. The yellow in the species' plumage is caused by the carotenoid 7,8-dihydro-3′-dehydro-lutein, which is also present in the plumage of the black-and-yellow broadbill.",https://en.wikipedia.org/wiki/Banded_broadbill
Banded Stilt,Banded stilt,"--- Summary ---
The banded stilt (Cladorhynchus leucocephalus) is a nomadic wader of the stilt and avocet family, Recurvirostridae, native to Australia. It belongs to the monotypic genus Cladorhynchus. It gets its name from the red-brown breast band found on breeding adults, though this is mottled or entirely absent in non-breeding adults and juveniles. Its remaining plumage is pied and the eyes are dark brown. Nestling banded stilts have white down, unlike any other species of wader.
Breeding is triggered by the filling of inland salt lakes by rainfall, creating large shallow lakes rich in tiny shrimp on which the birds feed. Banded stilts migrate to these lakes in large numbers and assemble in large breeding colonies. The female lays three to four brown- or black-splotched whitish eggs on a scrape. If conditions are favourable, a second brood might be laid, though if the lakes dry up prematurely the breeding colonies may be abandoned.
The banded stilt is considered to be a species of least concern by the International Union for Conservation of Nature (IUCN). Under the South Australian National Parks and Wildlife Act 1972, however, this bird is considered to be Vulnerable. This is due to the predation of it by silver gulls, which are considered to be a serious threat. Black falcons and wedge-tailed eagles are also predators, taking the banded stilt and its young.

--- Description ---
The banded stilt is 45–53 cm (18–21 in) long and weighs 220–260 g (7.8–9.2 oz), with a wingspan of 55–68 cm (22–27 in). Adults in breeding plumage are predominantly white with black wings and a broad well-demarcated u-shaped chestnut band across the breast. The central part of the base of the upper tail is tinted a pale grey-brown. The slender bill is black, relatively straight, and twice as long as the head. The irises are dark brown and the legs and feet are a dark red-pink. The wings are long and slim and have eleven primary flight feathers, with the tenth being the longest. In flight, the wings are mostly black when seen from above, but have a white trailing edge from the tips of the inner primaries. From underneath, the wings are predominantly white with dark tips. White feathers on the head and neck have pale grey bases, which are normally hidden. Non-breeding plumage is similar, but the chest band is less distinct and often diluted to an ashy brown or mottled with white. The legs are a paler- or orange-pink. There is no difference in plumage between the sexes, nor has any geographic variation been recorded.
Juvenile birds resemble adults but have a greyish forehead and lores, duller black wings, and lack the characteristic breast band. Adult plumage is attained in the second year. Their legs and feet are grey, becoming more blotched with pink until adulthood. Nestling banded stilts are covered in white down.
A distinctive bird, the banded stilt is hard to confuse with any other species; the white-headed stilt lacks the breast band, and the red-necked avocet has a chestnut head and neck, and a distinctly upcurved bill.
Adults make a barking call that has been written as cow or chowk, sometimes with two syllables as chowk-uk or chuk-uk. Birds also chatter softly and tunefully while nesting.

--- Taxonomy ---
French ornithologist Louis Pierre Vieillot described the banded stilt in 1816, classifying it in the avocet genus Recurvirostra and giving it the name Recurvirostra leucocephala, ""L'avocette a tete blanche"" (""white-headed avocet""). He only recorded the species as being found in terres australes, the meaning of which is unclear. Amateur ornithologist Gregory Mathews interpreted this as Victoria, while Erwin Stresemann concluded this was Rottnest Island in Western Australia. The species name is derived from the Ancient Greek words leukos ""white"", and kephale ""head"". French naturalist Georges Cuvier described it as Recurvirostra orientalis the same year. Belgian ornithologist Bernard du Bus de Gisignies described it as a new genus and species, Leptorhynchus pectoralis,  to the Royal Academy of Belgium in 1835.
English zoologist George Robert Gray placed the banded stilt in its own genus Cladorhynchus in 1840, noting that the name Leptorhynchus had been previously used. The genus name is from the Ancient Greek klados ""twig"" and rhynchos
""bill"". Likewise, German naturalist Johannes Gistel proposed the name Timeta to replace Leptorhynchus in 1848. John Gould had described the banded stilt as Himantopus palmatus in 1837, but recorded it as Cladorhynchus pectoralis in his 1865 work Handbook to the Birds of Australia. Gould also wrote that its distribution was unclear after it was first recorded at Rottnest Island though not elsewhere in Western Australia, and later in South Australia, until large numbers were seen by the British explorer Charles Sturt at Lepson's Lake north of Cooper Creek in what is now western Queensland. German naturalist Ludwig Reichenbach placed it in a new genus, naming it Xiphidiorhynchus pectoralis in 1845. Australian ornithologist Fred Lawson gave it the name Cladorhynchus australis in 1904. Gregory Mathews in his 1913 List of the Birds of Australia synonymised all subsequent genus and species names, using Cladorhynchus australis. He listed his subspecies rottnesti from 1913, though this has not been recognised since. Both Joseph G. Strauch in a 1978 study and Philip C. Chu in a 1995 re-analysis of bone and muscle characters found that the banded stilt was sister taxon to the avocets, with the stilts of the genus Himantopus an earlier offshoot. A 2004 study combining genetics and morphology reinforced its position as sister to the avocet lineage.
English naturalist John Latham gave the bird the name ""oriental avocet"" in 1824, after Cuvier's description. ""Banded stilt"" has been designated the official name by the International Ornithological Committee (IOC). Other common names include ""Rottnest snipe"" and ""bishop snipe"". The Ngarrindjeri people of the Lower Murray River region in South Australia knew it as nilkani.",https://en.wikipedia.org/wiki/Banded_stilt
Bank Swallow,Sand martin,"--- Summary ---
The sand martin (Riparia riparia), also known as the collared sand martin or common sand martin, and in the Americas as the bank swallow, is a migratory passerine bird in the swallow family Hirundinidae. It has a wide range in summer, embracing practically the whole Holarctic area, from Europe, across Asia to the Pacific Ocean, and throughout North America. It winters in eastern and southern Africa, southern Asia, and South America.

--- Description ---
The sand martin is brown above, white below with a narrow brown band on the breast; the bill is black, the legs brown. The young have rufous tips to the coverts and margins to the secondaries.
Its brown back and breast band, white throat, small size and quick jerky flight separate it from similar swallows, such as the common house martin (Delichon urbicum), the American cliff swallow (Petrochelidon pyrrhonota) and the tree swallow (Tachycineta bicolor). The other species of Riparia are more similar; the sand martin generally only occurs them in the wintering range, though there is breeding range overlap with pale martin in central Asia, with both species sharing mixed colonies without interbreeding. The banded martin (Neophedina cincta) of sub-Saharan Africa is very similar in plumage pattern, but is markedly larger, nearly double the weight.
Measurements:

Length: 12–13 cm (4.7–5.1 in)
Wingspan: 26.5–29 cm (10.4–11.4 in)
Weight: 11–16 g (0.39–0.56 oz) (to 19.5 g (0.69 oz) before migration)
The song is a continuous gravelly twittering when the birds are on the wing and becomes a conversational undertone after they have settled in the roost. The harsh alarm is heard when a passing falcon, crow or other suspected predator requires combined action to drive it away.

--- Taxonomy ---
This species was first described by Carl Linnaeus in his 1758 10th edition of Systema Naturae, and originally named Hirundo riparia; the description consisted of the simple ""H[irundo] cinerea, gula abdomineque albis"" (""an ash-grey swallow, with white throat and belly"") and the type locality was simply given as ""Europa"", subsequently refined to refer to Linnaeus's homeland of Sweden. The specific name means ""of the riverbank""; it is derived from the Latin ripa ""riverbank"".
There are three or four weakly defined subspecies:

R. r. riparia (syn. R. r. dolgushini, R. r. innominata, R. r. kolymensis). Breeds Europe, western Asia, North America; winters Africa, South America.
R. r. taczanowskii. Doubtfully distinct from R. r. ijimae and often included in it. Breeds eastern mainland Asia; winters southern Asia.
R. r. ijimae. Breeds Sakhalin, Kuril Islands, and Japan; winters southeast Asia.
R. r. shelleyi (syn. R. r. eilata). Slightly smaller and paler than R. r. riparia. Breeds Egypt, on passage in southern Israel; wintering area not reported, presumably Africa.
The pale martin (Riparia diluta) of northern India and southeastern China was formerly sometimes included as another subspecies of sand martin. It is smaller, and has paler grey-brown upperparts and a less distinct breast band. It winters in Pakistan, southern India and Sri Lanka.",https://en.wikipedia.org/wiki/Sand_martin
Barbets,Barbet,"--- Summary ---
Barbet may refer to:

Barbet (dog), a dog breed
Various birds in the infraorder Ramphastides
Capitonidae, the family of the New World barbets
Lybiidae, the family of the African barbets
Megalaimidae, the family of the Asian barbets
Semnornithidae, the family of the toucan-barbets
USS Barbet (AMc-38), a coastal minesweeper commissioned on 29 September 1941
USS Barbet (AMS-41), a minesweeper commissioned on 8 June 1942
Barbet (surname)",https://en.wikipedia.org/wiki/Barbet
Barn Swallow,Barn swallow,"--- Summary ---
The barn swallow (Hirundo rustica) is the most widespread species of swallow in the world, occurring on all continents, with vagrants reported even in Antarctica. It is a distinctive passerine bird with blue upperparts and a long, deeply forked tail. In Anglophone Europe, it is just called the swallow; in northern Europe, it is the only member of family Hirundinidae called a ""swallow"" rather than a ""martin"".
There are eight subspecies of barn swallow, which breed across the Northern Hemisphere. Two subspecies (H. r. savignii and H. r. transitiva) have fairly restricted ranges in the Nile valley and eastern Mediterranean, respectively. The other six are more widespread, with winter ranges covering much of the Southern Hemisphere.
The barn swallow is a bird of open country that normally nests in man-made structures and consequently has spread with human expansion. It builds a cup nest from mud pellets in barns or similar structures and feeds on insects caught in flight. This species lives in close association with humans, and its insect-eating habits mean that it is tolerated by humans; this acceptance was reinforced in the past by superstitions regarding the bird and its nest. There are frequent cultural references to the barn swallow in literary and religious works due to both its living in close proximity to humans and its annual migration. The barn swallow is the national bird of Austria and Estonia.

--- Description ---
The adult male barn swallow of the nominate subspecies H. r. rustica is 17–19 cm (6+1⁄2–7+1⁄2 in) long including 2–7 cm (1–3 in) of elongated outer tail feathers. It has a wingspan of 32–34.5 cm (12+1⁄2–13+1⁄2 in) and weighs 16–22 g (9⁄16–3⁄4 oz). It has steel blue upperparts and a rufous forehead, chin and throat, which are separated from the off-white underparts by a broad dark blue breast band. The outer tail feathers are elongated, giving the distinctive deeply forked ""swallow tail"". There is a line of white spots across the outer end of the upper tail. The female is similar in appearance to the male, but the tail streamers are shorter, the blue of the upperparts and breast band is less glossy, and the underparts paler. The juvenile is browner and has a paler rufous face and whiter underparts. It also lacks the long tail streamers of the adult.
Although both sexes sing, female song was only recently described. (See below for details about song.) Calls include witt or witt-witt and a loud splee-plink when excited or trying to chase intruders away from the nest. The alarm calls include a sharp siflitt for predators like cats and a flitt-flitt for birds of prey like the hobby. This species is fairly quiet on the wintering grounds.
The distinctive combination of a red face and blue breast band renders the adult barn swallow easy to distinguish from the African Hirundo species and from the welcome swallow (Hirundo neoxena) with which its range overlaps in Australasia. In Africa the short tail streamers of the juvenile barn swallow invite confusion with juvenile red-chested swallow (Hirundo lucida), but the latter has a narrower breast band and more white in the tail.

--- Taxonomy ---
The barn swallow was described by Carl Linnaeus in his 1758 10th edition of Systema Naturae as Hirundo rustica, characterised as ""H. rectricibus, exceptis duabus intermediis, macula alba notatîs"". Hirundo is the Latin word for ""swallow""; rusticus means ""of the country"". This species is the only one of that genus to have a range extending into the Americas, with the majority of Hirundo species being native to Africa. This genus of blue-backed swallows is sometimes called the ""barn swallows"".
The Oxford English Dictionary dates the English common name ""barn swallow"" to 1851, though an earlier instance of the collocation in an English-language context is in Gilbert White's popular book The Natural History of Selborne, originally published in 1789:

The swallow, though called the chimney-swallow, by no means builds altogether in chimnies  [sic], but often within barns and out-houses against the rafters ... In Sweden she builds in barns, and is called ladusvala, the barn-swallow.

This suggests that the English name may be a calque on the Swedish term.
There are few taxonomic problems within the genus, but the red-chested swallow, a resident of West Africa, the Congo Basin, and Ethiopia, was formerly treated as a subspecies of barn swallow. The red-chested swallow is slightly smaller than its migratory relative, has a narrower blue breast-band, and (in the adult) has shorter tail streamers. In flight, it looks paler underneath than barn swallow.",https://en.wikipedia.org/wiki/Barn_swallow
Barred Puffbird,Barred puffbird,"--- Summary ---
The barred puffbird (Nystalus radiatus) is a species of bird in the family Bucconidae, the puffbirds, nunlets, and nunbirds. It is found in Panama, Colombia and Ecuador.

--- Description ---
The barred puffbird is about 22 cm (8.7 in) long and weighs about 63 g (2.2 oz). Its crown is blackish with dark rufous bars. The upper nape is black, the lower nape yellowish red, and the upper mantle black. The rest of the upperparts and the wings are dark chestnut with narrow black bands. The tail is long, narrow, and chestnut with narrow black bands. The chin is whitish. The face and underparts are pale rufous with fine blackish bars except in the center of the belly. The bill is grayish yellow to blackish, the eye creamy yellow, and the feet greenish gray. The ""fulvidus"" morph is a deeper rufous overall.",https://en.wikipedia.org/wiki/Barred_puffbird
Bearded Barbet,Bearded barbet,"--- Summary ---
The bearded barbet (Pogonornis dubius) is an African barbet. Barbets are  birds with a worldwide tropical distribution, although New World and Old World barbets are placed in different families. The barbets get their name from the bristles which fringe their heavy bills.

--- Description ---
This is a conspicuous, large barbet at 26 centimetres (10 in) in overall length. It is fairly plump, with a short neck, large head and a shortish tail. The adult has a black crown, back, tail and breast band. The throat and belly are red and there is a yellow eye patch. The rump is white. The massive bill is very thick and yellow, and the well developed clump of bristles at its base give the species its name. Sexes are similar. The call is a growling scrawk.

--- Taxonomy ---
The bearded barbet was formally described in 1788 by the German naturalist Johann Friedrich Gmelin in his revised and expanded edition of Carl Linnaeus's Systema Naturae. He placed it with the puffbirds in the genus Bucco and coined the binomial name Bucco dubius. The specific epithet is Latin meaning ""doubtful"" or ""dubious"". John Latham had earlier included the species in his work A General Synopsis of Birds and had written ""This bird inhabits the Coast of Barbary, and if of doubtful genus"". Both Gmelin and Latham based their description on ""Le Barbican"" that had been described and illustrated in 1780 by the French polymath Comte de Buffon. The bearded barbet is now placed with 12 other barbets in the genus Lybius that was introduced in 1783 by the French naturalist Johann Hermann. The species is monotypic: no subspecies are recognised.",https://en.wikipedia.org/wiki/Bearded_barbet
Bearded Bellbird,Bearded bellbird,"--- Summary ---
The bearded bellbird (Procnias averano), also known as the campanero or anvil-bird, is a passerine bird which occurs in northern South America. The male is about 28 cm (11 in) long with white plumage apart from a brown head and black wings. At his throat hang several black, unfeathered wattles. The female is a little smaller with olive-green head and upper parts, yellow underparts streaked with green and a yellow vent area. The male has a loud, repeated metallic hammering call, as well as various other vocalisations.
There are two subspecies, the nominate subspecies is only found in northeastern Brazil, while the other subspecies occurs in Trinidad, Venezuela, Colombia, Guyana, eastern Bolivia and northern Brazil. This bird is found in moist tropical forests where it feeds mainly on fruit and berries which are picked on the wing. The nest is a rather flimsy mass of stems and slender twigs built far out on a branch of an isolated tree. A single buff-coloured egg is laid and incubated solely by the female.

--- Description ---
Like other cotingas, the bearded bellbird has a broad hooked-tipped bill, rounded wings, strong legs and a striking appearance. The male is approx 28 cm 11 in long, and weighs 180 g (6+1⁄2 oz). His plumage is white or greyish-white apart from the black wings and warm brown head. He sports a ""beard"" of un-feathered, black stringy wattles.
The female is smaller, at approx. 27 cm (10+1⁄2 in) and 130 g (4+1⁄2 oz). Her upperparts are olive-green (duskier on the head), most of the underparts are yellow streaked with green, and the vent is pure yellow. She lacks the facial wattles (""beard""). Both sexes have dark eyes, a black bill and grey to black legs.
The males' advertising calls are a very loud dull Bock repeated every few seconds and a somewhat less loud, metallic hammering tonk-tonk-tonk-tonk. It sounds like a hammer rapidly hitting an anvil and is repeated 20–30 times. Additionally, a number of regional calls are known, e.g. an unmusical, almost hissing, bisset in southern Venezuela and a disyllabic teek-terong in northern Venezuela. Apparently, the last mentioned call is no longer heard in Trinidad. The female is essentially silent.",https://en.wikipedia.org/wiki/Bearded_bellbird
Bearded Reedling,Bearded reedling,"--- Summary ---
The bearded reedling (Panurus biarmicus) is a small, long-tailed passerine bird found in reed beds near water in the temperate zone of Eurasia. It is frequently known as the bearded tit or bearded parrotbill, as it historically was believed to be closely related to tits or parrotbills. Today it is known to lack close relatives and it is the only species in the family Panuridae.
Bearded reedlings are strongly sexually dimorphic and form life-long pairs. They are highly productive and can breed several times in a season. They mainly feed on small invertebrates in summer and plant seeds in winter.",https://en.wikipedia.org/wiki/Bearded_reedling
Belted Kingfisher,Belted kingfisher,"--- Summary ---
The belted kingfisher (Megaceryle alcyon) is a large, conspicuous water kingfisher, native to North America.

--- Description ---
The belted kingfisher is a stocky, medium-sized bird that measures between 28–35 cm (11–14 in) in length with a wingspan of between 48–58 cm (19–23 in). This kingfisher can weigh from 113 to 178 g (4.0 to 6.3 oz). The adult female averages slightly larger than the adult male.
This species has a large head with a shaggy crest. Its long, heavy bill is black with a grey base. These features are common in many kingfisher species. Both sexes have a slate blue head, large white collar, a large blue band on the breast, and white underparts. The back and wings are slate blue with black feather tips with little white dots. The female features a rufous band across the upper belly that extends down the flanks. Juveniles of this species are similar to adults, but both sexes feature the rufous band on the upper belly. Juvenile males will have a rufous band that is somewhat mottled while the band on juvenile females will be much thinner than that of adult females.

--- Taxonomy ---
The belted kingfisher received its scientific name from the Swedish naturalist Carl Linnaeus in 1758 in the tenth edition of his Systema Naturae. He introduced the binomial name Alcedo alcyon. He based the name on descriptions and images published by Mark Catesby (1731), John Ray (1713) and George Edwards (1750). The current genus Megaceryle was erected by the German naturalist Johann Jakob Kaup in 1848. Megaceryle is from the Ancient Greek megas, ""great"", and the existing genus Ceryle. The specific alcyon is Latin  for  ""kingfisher"".
The Megaceryle large green kingfishers were formerly placed in Ceryle with the pied kingfisher, but the latter is closer to the Chloroceryle American green kingfishers. The belted kingfisher's closest living relative is the ringed kingfisher (M. torquata), and these two in all probability originated from an African Megaceryle which colonized the Americas.",https://en.wikipedia.org/wiki/Belted_kingfisher
